synset,pictogram_id,primary_keyword,image_url
01375347-v,36849,spray,https://api.arasaac.org/api/pictograms/36849
06530710-n,36851,bus ticket,https://api.arasaac.org/api/pictograms/36851
00524175-v,36852,take the temperature,https://api.arasaac.org/api/pictograms/36852
00524175-v,36853,take the temperature,https://api.arasaac.org/api/pictograms/36853
00524175-v,36854,take the temperature,https://api.arasaac.org/api/pictograms/36854
04020673-n,36855,personal protective equipment,https://api.arasaac.org/api/pictograms/36855
04021598-n,36855,personal protective equipment,https://api.arasaac.org/api/pictograms/36855
00050171-v,36856,take glove off,https://api.arasaac.org/api/pictograms/36856
00050369-v,36857,put hygienic shoe cover on,https://api.arasaac.org/api/pictograms/36857
00050171-v,36858,take glove off,https://api.arasaac.org/api/pictograms/36858
02418610-v,36859,work with cough guard,https://api.arasaac.org/api/pictograms/36859
01614650-v,36860,spread the soap,https://api.arasaac.org/api/pictograms/36860
01539713-v,36860,spread the soap,https://api.arasaac.org/api/pictograms/36860
00710774-n,36860,spread the soap,https://api.arasaac.org/api/pictograms/36860
00050171-v,36861,take shoe cover off,https://api.arasaac.org/api/pictograms/36861
09280855-n,36862,hygienic shoe cover,https://api.arasaac.org/api/pictograms/36862
03469399-n,36863,cough guard,https://api.arasaac.org/api/pictograms/36863
00052091-v,36864,person with face shield,https://api.arasaac.org/api/pictograms/36864
04199901-n,36864,person with face shield,https://api.arasaac.org/api/pictograms/36864
04199901-n,36865,girl with face shield,https://api.arasaac.org/api/pictograms/36865
00052091-v,36865,girl with face shield,https://api.arasaac.org/api/pictograms/36865
04199901-n,36866,boy with face shield,https://api.arasaac.org/api/pictograms/36866
00052091-v,36866,boy with face shield,https://api.arasaac.org/api/pictograms/36866
00052091-v,36867,person with mask,https://api.arasaac.org/api/pictograms/36867
01348685-v,36868,open the tap,https://api.arasaac.org/api/pictograms/36868
01513031-v,36868,open the tap,https://api.arasaac.org/api/pictograms/36868
07315954-n,36869,domestic accident,https://api.arasaac.org/api/pictograms/36869
09965757-n,36870,copilot,https://api.arasaac.org/api/pictograms/36870
09983732-n,36870,copilot,https://api.arasaac.org/api/pictograms/36870
01349486-v,36871,open rear doors,https://api.arasaac.org/api/pictograms/36871
01348685-v,36871,open rear doors,https://api.arasaac.org/api/pictograms/36871
00052091-v,36872,elderly woman with mask,https://api.arasaac.org/api/pictograms/36872
00052091-v,36873,elderly man with mask,https://api.arasaac.org/api/pictograms/36873
14086207-n,36874,addiction,https://api.arasaac.org/api/pictograms/36874
03733328-n,36875,sanitizing footbath mat,https://api.arasaac.org/api/pictograms/36875
03228002-n,36875,sanitizing footbath mat,https://api.arasaac.org/api/pictograms/36875
00089076-v,36876,sanitize shoes,https://api.arasaac.org/api/pictograms/36876
01247616-v,36876,sanitize shoes,https://api.arasaac.org/api/pictograms/36876
00812219-v,36877,miss,https://api.arasaac.org/api/pictograms/36877
04176996-n,36878,self-portrait,https://api.arasaac.org/api/pictograms/36878
02019914-v,36879,get off the bus,https://api.arasaac.org/api/pictograms/36879
01974840-v,36879,get off the bus,https://api.arasaac.org/api/pictograms/36879
01992900-v,36880,go down the slide,https://api.arasaac.org/api/pictograms/36880
01974840-v,36880,go down the slide,https://api.arasaac.org/api/pictograms/36880
01880021-v,36881,rock,https://api.arasaac.org/api/pictograms/36881
01880021-v,36882,rock,https://api.arasaac.org/api/pictograms/36882
02780105-n,36883,scales,https://api.arasaac.org/api/pictograms/36883
04149040-n,36883,scales,https://api.arasaac.org/api/pictograms/36883
02423521-v,36884,play,https://api.arasaac.org/api/pictograms/36884
02423786-v,36884,play,https://api.arasaac.org/api/pictograms/36884
02423521-v,36885,play,https://api.arasaac.org/api/pictograms/36885
02423786-v,36885,play,https://api.arasaac.org/api/pictograms/36885
10734114-n,36886, toddler,https://api.arasaac.org/api/pictograms/36886
10734114-n,36887, toddler,https://api.arasaac.org/api/pictograms/36887
02837847-n,36888,bicorne,https://api.arasaac.org/api/pictograms/36888
07739075-n,36889,salad bag,https://api.arasaac.org/api/pictograms/36889
07822197-n,36889,salad bag,https://api.arasaac.org/api/pictograms/36889
03251786-n,36890,dropper,https://api.arasaac.org/api/pictograms/36890
04530820-n,36891,vault,https://api.arasaac.org/api/pictograms/36891
00163059-v,36892,change a nappy,https://api.arasaac.org/api/pictograms/36892
04174820-n,36893,spring rider,https://api.arasaac.org/api/pictograms/36893
04343930-n,36894,hydraulic stretcher,https://api.arasaac.org/api/pictograms/36894
00658931-v,36896,categorize,https://api.arasaac.org/api/pictograms/36896
00654293-v,36896,categorize,https://api.arasaac.org/api/pictograms/36896
02987658-n,36897,Burgos' Cathedral,https://api.arasaac.org/api/pictograms/36897
02987516-n,36897,Burgos' Cathedral,https://api.arasaac.org/api/pictograms/36897
03416968-n,36898,Galician Centre of Contemporary Art,https://api.arasaac.org/api/pictograms/36898
03806085-n,36898,Galician Centre of Contemporary Art,https://api.arasaac.org/api/pictograms/36898
07857013-n,36899,white,https://api.arasaac.org/api/pictograms/36899
03984036-n,36900,police station,https://api.arasaac.org/api/pictograms/36900
03984036-n,36901,police station,https://api.arasaac.org/api/pictograms/36901
00277831-n,36902,pollution,https://api.arasaac.org/api/pictograms/36902
14540345-n,36902,pollution,https://api.arasaac.org/api/pictograms/36902
01849662-v,36903,go by bus,https://api.arasaac.org/api/pictograms/36903
01846997-v,36903,go by bus,https://api.arasaac.org/api/pictograms/36903
03319968-n,36904,baby changing room,https://api.arasaac.org/api/pictograms/36904
03174056-n,36905,decoration,https://api.arasaac.org/api/pictograms/36905
00263092-n,36905,decoration,https://api.arasaac.org/api/pictograms/36905
09385213-n,36906,mouth,https://api.arasaac.org/api/pictograms/36906
09297406-n,36906,mouth,https://api.arasaac.org/api/pictograms/36906
09287709-n,36906,mouth,https://api.arasaac.org/api/pictograms/36906
05644247-n,36907,stuffed,https://api.arasaac.org/api/pictograms/36907
01686996-v,36908,gild,https://api.arasaac.org/api/pictograms/36908
01809490-v,36909,miss,https://api.arasaac.org/api/pictograms/36909
00036925-v,36910,soap,https://api.arasaac.org/api/pictograms/36910
07565182-n,36911,envy,https://api.arasaac.org/api/pictograms/36911
01831561-v,36911,envy,https://api.arasaac.org/api/pictograms/36911
02644022-v,36912,wait in the bus,https://api.arasaac.org/api/pictograms/36912
02644022-v,36913,wait at bus stop,https://api.arasaac.org/api/pictograms/36913
02644022-v,36914,wait,https://api.arasaac.org/api/pictograms/36914
02644022-v,36915,wait in the bus,https://api.arasaac.org/api/pictograms/36915
14118135-n,36916,person with cerebral palsy,https://api.arasaac.org/api/pictograms/36916
02644022-v,36917,wait at bus stop,https://api.arasaac.org/api/pictograms/36917
01614650-v,36918,spread the soap,https://api.arasaac.org/api/pictograms/36918
03965046-n,36919,plastic wrap,https://api.arasaac.org/api/pictograms/36919
07986853-n,36920,familiy,https://api.arasaac.org/api/pictograms/36920
00357986-v,36921,germinate,https://api.arasaac.org/api/pictograms/36921
00649877-v,36922,explore,https://api.arasaac.org/api/pictograms/36922
03294179-n,36923,engraving,https://api.arasaac.org/api/pictograms/36923
01753598-v,36924,engrave,https://api.arasaac.org/api/pictograms/36924
00975181-n,36925,Peninsular War,https://api.arasaac.org/api/pictograms/36925
06434383-n,36926,naturalist guide,https://api.arasaac.org/api/pictograms/36926
10643436-n,36927,son,https://api.arasaac.org/api/pictograms/36927
06165713-n,36928,history of art,https://api.arasaac.org/api/pictograms/36928
00052091-v,36929,man with mask,https://api.arasaac.org/api/pictograms/36929
06657802-n,36930,footprints,https://api.arasaac.org/api/pictograms/36930
09640897-n,36931,art expert,https://api.arasaac.org/api/pictograms/36931
07857471-n,36932,boiled egg without yolk,https://api.arasaac.org/api/pictograms/36932
00180982-v,36933,clean shoe sole,https://api.arasaac.org/api/pictograms/36933
01535377-v,36933,clean shoe sole,https://api.arasaac.org/api/pictograms/36933
03395829-n,36934,frame,https://api.arasaac.org/api/pictograms/36934
04354597-n,36936,submachine gun,https://api.arasaac.org/api/pictograms/36936
04457404-n,36936,submachine gun,https://api.arasaac.org/api/pictograms/36936
03486255-n,36937,judge hammer,https://api.arasaac.org/api/pictograms/36937
00052091-v,36938,woman with mask,https://api.arasaac.org/api/pictograms/36938
14118135-n,36939,woman with cerebral palsy,https://api.arasaac.org/api/pictograms/36939
14118135-n,36940,man with cerebral palsy,https://api.arasaac.org/api/pictograms/36940
14118135-n,36941,child with cerebral palsy,https://api.arasaac.org/api/pictograms/36941
10291374-n,36942,nobles,https://api.arasaac.org/api/pictograms/36942
08404938-n,36942,nobles,https://api.arasaac.org/api/pictograms/36942
08336128-n,36943,parliament,https://api.arasaac.org/api/pictograms/36943
01265500-v,36944,peel an egg,https://api.arasaac.org/api/pictograms/36944
01959843-v,36945,ride a bike,https://api.arasaac.org/api/pictograms/36945
02106676-v,36945,ride a bike,https://api.arasaac.org/api/pictograms/36945
01939335-v,36945,ride a bike,https://api.arasaac.org/api/pictograms/36945
14118135-n,36946,person with cerebral palsy,https://api.arasaac.org/api/pictograms/36946
13393576-n,36947,pearl,https://api.arasaac.org/api/pictograms/36947
08226608-n,36948,police,https://api.arasaac.org/api/pictograms/36948
10468557-n,36948,police,https://api.arasaac.org/api/pictograms/36948
08226608-n,36949,police,https://api.arasaac.org/api/pictograms/36949
10468557-n,36949,police,https://api.arasaac.org/api/pictograms/36949
10499838-n,36950,professionals,https://api.arasaac.org/api/pictograms/36950
03226423-n,36951,rear door,https://api.arasaac.org/api/pictograms/36951
04058661-n,36952,bus ramp,https://api.arasaac.org/api/pictograms/36952
02702629-n,36953,altarpiece,https://api.arasaac.org/api/pictograms/36953
14906944-n,36954,stained glass window,https://api.arasaac.org/api/pictograms/36954
03391266-n,36955,meeting room,https://api.arasaac.org/api/pictograms/36955
10491155-n,36956,priestess,https://api.arasaac.org/api/pictograms/36956
04117272-n,36957,rose window,https://api.arasaac.org/api/pictograms/36957
02019914-v,36958,get off the car,https://api.arasaac.org/api/pictograms/36958
01849662-v,36960,go by bus,https://api.arasaac.org/api/pictograms/36960
01846997-v,36960,go by bus,https://api.arasaac.org/api/pictograms/36960
01849662-v,36961,go by bus,https://api.arasaac.org/api/pictograms/36961
01846997-v,36961,go by bus,https://api.arasaac.org/api/pictograms/36961
01849662-v,36962,go by bus,https://api.arasaac.org/api/pictograms/36962
01846997-v,36962,go by bus,https://api.arasaac.org/api/pictograms/36962
01849662-v,36963,go by bus,https://api.arasaac.org/api/pictograms/36963
01846997-v,36963,go by bus,https://api.arasaac.org/api/pictograms/36963
00925764-v,36964,indicate,https://api.arasaac.org/api/pictograms/36964
01182648-v,36965,serve,https://api.arasaac.org/api/pictograms/36965
03796486-n,36966,wheelchair with communicator,https://api.arasaac.org/api/pictograms/36966
10641415-n,36967,french soldier,https://api.arasaac.org/api/pictograms/36967
02021901-v,36968,get into the bus,https://api.arasaac.org/api/pictograms/36968
02021901-v,36969,get into the car,https://api.arasaac.org/api/pictograms/36969
04400491-n,36970,tapestry,https://api.arasaac.org/api/pictograms/36970
00729939-n,36971,Teacch,https://api.arasaac.org/api/pictograms/36971
05668782-n,36971,Teacch,https://api.arasaac.org/api/pictograms/36971
05807220-n,36972,oropharyngeal swab test,https://api.arasaac.org/api/pictograms/36972
04374833-n,36972,oropharyngeal swab test,https://api.arasaac.org/api/pictograms/36972
00524175-v,36973,take the temperature,https://api.arasaac.org/api/pictograms/36973
01849662-v,36974,travel by car,https://api.arasaac.org/api/pictograms/36974
01846997-v,36974,travel by car,https://api.arasaac.org/api/pictograms/36974
01467485-n,36975,yolk,https://api.arasaac.org/api/pictograms/36975
07857321-n,36975,yolk,https://api.arasaac.org/api/pictograms/36975
00729939-n,36976,Teacch,https://api.arasaac.org/api/pictograms/36976
05668782-n,36976,Teacch,https://api.arasaac.org/api/pictograms/36976
02440903-n,36978,alpaca,https://api.arasaac.org/api/pictograms/36978
15051756-n,36979,antibodies,https://api.arasaac.org/api/pictograms/36979
01086845-a,36980,full mouth,https://api.arasaac.org/api/pictograms/36980
01986315-n,36982,lobster,https://api.arasaac.org/api/pictograms/36982
01986122-n,36983,American lobster,https://api.arasaac.org/api/pictograms/36983
07711710-n,36984,choripán,https://api.arasaac.org/api/pictograms/36984
02958501-n,36985,chullo,https://api.arasaac.org/api/pictograms/36985
01622177-n,36986,condor,https://api.arasaac.org/api/pictograms/36986
14562870-n,36987,keep the safety distance,https://api.arasaac.org/api/pictograms/36987
05136830-n,36987,keep the safety distance,https://api.arasaac.org/api/pictograms/36987
07872246-n,36988,dulce de leche,https://api.arasaac.org/api/pictograms/36988
05017985-n,36989,echo,https://api.arasaac.org/api/pictograms/36989
10142098-n,36990,gaucho,https://api.arasaac.org/api/pictograms/36990
10142098-n,36991,gauchos,https://api.arasaac.org/api/pictograms/36991
05750496-n,36992,take a quick blood test,https://api.arasaac.org/api/pictograms/36992
09221979-n,36993,anthill,https://api.arasaac.org/api/pictograms/36993
07885751-n,36994,kebab,https://api.arasaac.org/api/pictograms/36994
03730526-n,36995,wrong placed face mask,https://api.arasaac.org/api/pictograms/36995
03730526-n,36996,wrong placed face mask,https://api.arasaac.org/api/pictograms/36996
03730526-n,36997,wrong placed face mask,https://api.arasaac.org/api/pictograms/36997
03730526-n,36998,wrong placed face mask,https://api.arasaac.org/api/pictograms/36998
07670495-n,36999,pork milanese,https://api.arasaac.org/api/pictograms/36999
07670495-n,37000,veal milanese,https://api.arasaac.org/api/pictograms/37000
07670495-n,37001,chicken milanesa,https://api.arasaac.org/api/pictograms/37001
14947596-n,37002,iron ore,https://api.arasaac.org/api/pictograms/37002
07696677-n,37003,bun,https://api.arasaac.org/api/pictograms/37003
10142098-n,37004,paisana,https://api.arasaac.org/api/pictograms/37004
12778428-n,37005,yerba mate,https://api.arasaac.org/api/pictograms/37005
07943025-n,37005,yerba mate,https://api.arasaac.org/api/pictograms/37005
01578996-v,37006,graze,https://api.arasaac.org/api/pictograms/37006
01578996-v,37007,graze,https://api.arasaac.org/api/pictograms/37007
01277535-v,37008,prick the finger,https://api.arasaac.org/api/pictograms/37008
01443420-v,37008,prick the finger,https://api.arasaac.org/api/pictograms/37008
13149924-n,37009,stem,https://api.arasaac.org/api/pictograms/37009
00635519-n,37010,quick blood test,https://api.arasaac.org/api/pictograms/37010
05750496-n,37010,quick blood test,https://api.arasaac.org/api/pictograms/37010
04140872-n,37011,sandals,https://api.arasaac.org/api/pictograms/37011
02441211-n,37012,vicuna,https://api.arasaac.org/api/pictograms/37012
12778428-n,37013,mate,https://api.arasaac.org/api/pictograms/37013
01881613-v,37014,push,https://api.arasaac.org/api/pictograms/37014
01881348-v,37014,push,https://api.arasaac.org/api/pictograms/37014
03246038-n,37015,fountain,https://api.arasaac.org/api/pictograms/37015
03392661-n,37015,fountain,https://api.arasaac.org/api/pictograms/37015
01348685-v,37016,open the wastepaper bin,https://api.arasaac.org/api/pictograms/37016
01513031-v,37017,turn the tap on,https://api.arasaac.org/api/pictograms/37017
01977139-v,37018,lower the blind,https://api.arasaac.org/api/pictograms/37018
01974840-v,37019,go down the slide,https://api.arasaac.org/api/pictograms/37019
01992900-v,37019,go down the slide,https://api.arasaac.org/api/pictograms/37019
01974840-v,37020,go down the slide,https://api.arasaac.org/api/pictograms/37020
01992900-v,37020,go down the slide,https://api.arasaac.org/api/pictograms/37020
02791171-n,37021,handrail,https://api.arasaac.org/api/pictograms/37021
01513208-v,37022,turn off,https://api.arasaac.org/api/pictograms/37022
04254303-n,37023,smokestack,https://api.arasaac.org/api/pictograms/37023
03408346-n,37023,smokestack,https://api.arasaac.org/api/pictograms/37023
01434809-v,37025,suck,https://api.arasaac.org/api/pictograms/37025
01173263-v,37025,suck,https://api.arasaac.org/api/pictograms/37025
01171984-v,37025,suck,https://api.arasaac.org/api/pictograms/37025
01434809-v,37026,suck,https://api.arasaac.org/api/pictograms/37026
01173263-v,37026,suck,https://api.arasaac.org/api/pictograms/37026
01171984-v,37026,suck,https://api.arasaac.org/api/pictograms/37026
01173263-v,37027,lick the toy,https://api.arasaac.org/api/pictograms/37027
01434809-v,37027,lick the toy,https://api.arasaac.org/api/pictograms/37027
00628527-v,37028,dictate,https://api.arasaac.org/api/pictograms/37028
07175286-n,37028,dictate,https://api.arasaac.org/api/pictograms/37028
00035445-r,37029,frequently,https://api.arasaac.org/api/pictograms/37029
01614650-v,37030,spread the soap,https://api.arasaac.org/api/pictograms/37030
01539713-v,37030,spread the soap,https://api.arasaac.org/api/pictograms/37030
00710774-n,37030,spread the soap,https://api.arasaac.org/api/pictograms/37030
01614650-v,37031,spread the soap,https://api.arasaac.org/api/pictograms/37031
01539713-v,37031,spread the soap,https://api.arasaac.org/api/pictograms/37031
00710774-n,37031,spread the soap,https://api.arasaac.org/api/pictograms/37031
01614650-v,37032,spread the soap,https://api.arasaac.org/api/pictograms/37032
01539713-v,37032,spread the soap,https://api.arasaac.org/api/pictograms/37032
00710774-n,37032,spread the soap,https://api.arasaac.org/api/pictograms/37032
01614650-v,37033,spread the soap,https://api.arasaac.org/api/pictograms/37033
01539713-v,37033,spread the soap,https://api.arasaac.org/api/pictograms/37033
00710774-n,37033,spread the soap,https://api.arasaac.org/api/pictograms/37033
03246038-n,37034,drinking fountain,https://api.arasaac.org/api/pictograms/37034
03392661-n,37034,drinking fountain,https://api.arasaac.org/api/pictograms/37034
03246038-n,37035,drinking fountain,https://api.arasaac.org/api/pictograms/37035
03392661-n,37035,drinking fountain,https://api.arasaac.org/api/pictograms/37035
02003830-v,37036,take to school,https://api.arasaac.org/api/pictograms/37036
00052091-v,37037,wear a bumbag,https://api.arasaac.org/api/pictograms/37037
03787216-n,37037,wear a bumbag,https://api.arasaac.org/api/pictograms/37037
01528454-v,37038,work,https://api.arasaac.org/api/pictograms/37038
03730526-n,37040,face mask in the bag,https://api.arasaac.org/api/pictograms/37040
01210022-v,37042,pick up the chair,https://api.arasaac.org/api/pictograms/37042
02208876-v,37043,keep the face mask,https://api.arasaac.org/api/pictograms/37043
03990739-n,37045,porch,https://api.arasaac.org/api/pictograms/37045
00885532-v,37046,promise,https://api.arasaac.org/api/pictograms/37046
02310566-v,37047,pick up from school,https://api.arasaac.org/api/pictograms/37047
03787216-n,37048,bumbag,https://api.arasaac.org/api/pictograms/37048
00218901-v,37049,dry,https://api.arasaac.org/api/pictograms/37049
01539713-v,37049,dry,https://api.arasaac.org/api/pictograms/37049
01978076-v,37050,pull up blind,https://api.arasaac.org/api/pictograms/37050
01516062-v,37051,throw out the tissue,https://api.arasaac.org/api/pictograms/37051
00005815-v,37052,cough into the handkerchief,https://api.arasaac.org/api/pictograms/37052
01999243-v,37054,take out the surgical mask,https://api.arasaac.org/api/pictograms/37054
01355093-v,37054,take out the surgical mask,https://api.arasaac.org/api/pictograms/37054
01733312-v,37055,sing a lullaby,https://api.arasaac.org/api/pictograms/37055
02423786-v,37055,sing a lullaby,https://api.arasaac.org/api/pictograms/37055
02423521-v,37055,sing a lullaby,https://api.arasaac.org/api/pictograms/37055
00037291-v,37056,shave off,https://api.arasaac.org/api/pictograms/37056
01906397-n,37057,shell,https://api.arasaac.org/api/pictograms/37057
02886585-n,37058,wooden box,https://api.arasaac.org/api/pictograms/37058
06435262-n,37059,telephone directory,https://api.arasaac.org/api/pictograms/37059
06435397-n,37059,telephone directory,https://api.arasaac.org/api/pictograms/37059
00730776-n,37060,basque language lesson,https://api.arasaac.org/api/pictograms/37060
00891150-n,37060,basque language lesson,https://api.arasaac.org/api/pictograms/37060
00886144-n,37060,basque language lesson,https://api.arasaac.org/api/pictograms/37060
03070853-n,37061,salad spinner,https://api.arasaac.org/api/pictograms/37061
01640401-v,37062,fantasize,https://api.arasaac.org/api/pictograms/37062
02419189-a,37063,thick,https://api.arasaac.org/api/pictograms/37063
02420960-a,37064,thin,https://api.arasaac.org/api/pictograms/37064
02422827-s,37064,thin,https://api.arasaac.org/api/pictograms/37064
03211629-n,37065,ovenproof dish,https://api.arasaac.org/api/pictograms/37065
02423521-v,37066,sing a lullaby,https://api.arasaac.org/api/pictograms/37066
02423786-v,37066,sing a lullaby,https://api.arasaac.org/api/pictograms/37066
04088393-n,37066,sing a lullaby,https://api.arasaac.org/api/pictograms/37066
01733312-v,37067,sing a lullaby,https://api.arasaac.org/api/pictograms/37067
02423786-v,37067,sing a lullaby,https://api.arasaac.org/api/pictograms/37067
02423521-v,37067,sing a lullaby,https://api.arasaac.org/api/pictograms/37067
02423786-v,37068,play,https://api.arasaac.org/api/pictograms/37068
02423521-v,37068,play,https://api.arasaac.org/api/pictograms/37068
09197913-n,37069,Mount Fuji,https://api.arasaac.org/api/pictograms/37069
07728704-n,37070,nachos,https://api.arasaac.org/api/pictograms/37070
00279654-n,37071,masticator,https://api.arasaac.org/api/pictograms/37071
04447883-n,37072,tyre,https://api.arasaac.org/api/pictograms/37072
03885279-n,37073,pallet,https://api.arasaac.org/api/pictograms/37073
00481377-n,37074,jai alai player,https://api.arasaac.org/api/pictograms/37074
04156439-n,37075,electric scooter,https://api.arasaac.org/api/pictograms/37075
00481377-n,37076,jai alai player,https://api.arasaac.org/api/pictograms/37076
00481377-n,37077,jai alai player,https://api.arasaac.org/api/pictograms/37077
15040881-n,37078,gunpowder,https://api.arasaac.org/api/pictograms/37078
00481377-n,37079,jai alai player,https://api.arasaac.org/api/pictograms/37079
04088393-n,37080,japanese restaurant,https://api.arasaac.org/api/pictograms/37080
06887235-n,37081,flashing traffic light,https://api.arasaac.org/api/pictograms/37081
06887235-n,37082,pain traffic light,https://api.arasaac.org/api/pictograms/37082
06887235-n,37083,traffic light emotions,https://api.arasaac.org/api/pictograms/37083
01516062-v,37084,throw out the tissue,https://api.arasaac.org/api/pictograms/37084
00961859-v,37085,translate,https://api.arasaac.org/api/pictograms/37085
01908923-v,37086,walk backwards,https://api.arasaac.org/api/pictograms/37086
01916152-v,37087,cross,https://api.arasaac.org/api/pictograms/37087
10163575-n,37088,designer,https://api.arasaac.org/api/pictograms/37088
01921838-v,37089,drag over the floor,https://api.arasaac.org/api/pictograms/37089
00049744-n,37091,entrance,https://api.arasaac.org/api/pictograms/37091
03295682-n,37091,entrance,https://api.arasaac.org/api/pictograms/37091
02718424-n,37091,entrance,https://api.arasaac.org/api/pictograms/37091
02749983-n,37093,graphic design school,https://api.arasaac.org/api/pictograms/37093
07828160-n,37094,spices,https://api.arasaac.org/api/pictograms/37094
03447680-n,37095,goal,https://api.arasaac.org/api/pictograms/37095
14562870-n,37096,keep the safety distance,https://api.arasaac.org/api/pictograms/37096
05136830-n,37096,keep the safety distance,https://api.arasaac.org/api/pictograms/37096
01871802-v,37097,roll over,https://api.arasaac.org/api/pictograms/37097
02134989-v,37101,look both ways,https://api.arasaac.org/api/pictograms/37101
07634613-n,37102,custard,https://api.arasaac.org/api/pictograms/37102
04447883-n,37103,tyre,https://api.arasaac.org/api/pictograms/37103
02974144-n,37104,sit on child safety seat,https://api.arasaac.org/api/pictograms/37104
01916152-v,37106,red light,https://api.arasaac.org/api/pictograms/37106
06887547-n,37106,red light,https://api.arasaac.org/api/pictograms/37106
06887235-n,37106,red light,https://api.arasaac.org/api/pictograms/37106
01916152-v,37107,red light,https://api.arasaac.org/api/pictograms/37107
06887547-n,37107,red light,https://api.arasaac.org/api/pictograms/37107
06887235-n,37107,red light,https://api.arasaac.org/api/pictograms/37107
01916152-v,37108,cross,https://api.arasaac.org/api/pictograms/37108
06887441-n,37108,cross,https://api.arasaac.org/api/pictograms/37108
06887235-n,37108,cross,https://api.arasaac.org/api/pictograms/37108
06887235-n,37109,flashing traffic light,https://api.arasaac.org/api/pictograms/37109
01916152-v,37110,green light,https://api.arasaac.org/api/pictograms/37110
06887441-n,37110,green light,https://api.arasaac.org/api/pictograms/37110
06887235-n,37110,green light,https://api.arasaac.org/api/pictograms/37110
06887235-n,37111,flashing traffic light,https://api.arasaac.org/api/pictograms/37111
08657967-n,37113,shipyard,https://api.arasaac.org/api/pictograms/37113
04204278-n,37113,shipyard,https://api.arasaac.org/api/pictograms/37113
03781583-n,37115,moat,https://api.arasaac.org/api/pictograms/37115
01321709-v,37116,rummage,https://api.arasaac.org/api/pictograms/37116
09558733-n,37117,goddess,https://api.arasaac.org/api/pictograms/37117
09580761-n,37117,goddess,https://api.arasaac.org/api/pictograms/37117
04199741-n,37118,shield,https://api.arasaac.org/api/pictograms/37118
10215752-n,37119,iberian man,https://api.arasaac.org/api/pictograms/37119
03402783-n,37120,frisbee,https://api.arasaac.org/api/pictograms/37120
10641415-n,37121,Iberian soldier,https://api.arasaac.org/api/pictograms/37121
10215752-n,37121,Iberian soldier,https://api.arasaac.org/api/pictograms/37121
10788253-n,37121,Iberian soldier,https://api.arasaac.org/api/pictograms/37121
10215752-n,37122,iberian man,https://api.arasaac.org/api/pictograms/37122
00456623-n,37123,tail chase,https://api.arasaac.org/api/pictograms/37123
10215752-n,37125,iberian woman,https://api.arasaac.org/api/pictograms/37125
10273400-n,37126,Roman legionary,https://api.arasaac.org/api/pictograms/37126
10641415-n,37126,Roman legionary,https://api.arasaac.org/api/pictograms/37126
03402783-n,37127,ultimate,https://api.arasaac.org/api/pictograms/37127
00480898-n,37128,squash,https://api.arasaac.org/api/pictograms/37128
04485892-n,37129,trench,https://api.arasaac.org/api/pictograms/37129
04486124-n,37129,trench,https://api.arasaac.org/api/pictograms/37129
03218956-n,37129,trench,https://api.arasaac.org/api/pictograms/37129
10215752-n,37130,Iberians,https://api.arasaac.org/api/pictograms/37130
12426219-n,37131,elm,https://api.arasaac.org/api/pictograms/37131
03733328-n,37134,sensory mat,https://api.arasaac.org/api/pictograms/37134
02042202-v,37135,lean out of balcony,https://api.arasaac.org/api/pictograms/37135
00873067-v,37136,threaten,https://api.arasaac.org/api/pictograms/37136
05557209-n,37137,armpit,https://api.arasaac.org/api/pictograms/37137
05608392-n,37138,face,https://api.arasaac.org/api/pictograms/37138
01589659-v,37139,kick down the door,https://api.arasaac.org/api/pictograms/37139
01589659-v,37140,kick down the door,https://api.arasaac.org/api/pictograms/37140
01589659-v,37141,kick down the door,https://api.arasaac.org/api/pictograms/37141
01245712-v,37142,draw the curtain,https://api.arasaac.org/api/pictograms/37142
01998474-v,37143,draw back the curtain ,https://api.arasaac.org/api/pictograms/37143
02413057-s,37144,biceps slack,https://api.arasaac.org/api/pictograms/37144
01434511-a,37144,biceps slack,https://api.arasaac.org/api/pictograms/37144
11711992-n,37145,calyx,https://api.arasaac.org/api/pictograms/37145
02490724-v,37146,be electrocuted,https://api.arasaac.org/api/pictograms/37146
11695547-n,37147,stamen,https://api.arasaac.org/api/pictograms/37147
11698054-n,37148,stigma,https://api.arasaac.org/api/pictograms/37148
07451586-n,37149,fertilization,https://api.arasaac.org/api/pictograms/37149
11697710-n,37150,style,https://api.arasaac.org/api/pictograms/37150
11699086-n,37151,ovary,https://api.arasaac.org/api/pictograms/37151
11711081-n,37152,sepal,https://api.arasaac.org/api/pictograms/37152
11695988-n,37153,pollen,https://api.arasaac.org/api/pictograms/37153
00456623-n,37154,jump game,https://api.arasaac.org/api/pictograms/37154
00660291-n,37155,sound massage,https://api.arasaac.org/api/pictograms/37155
00662334-n,37155,sound massage,https://api.arasaac.org/api/pictograms/37155
03971038-n,37156,bath toys,https://api.arasaac.org/api/pictograms/37156
00660291-n,37157,sound massage,https://api.arasaac.org/api/pictograms/37157
00662334-n,37157,sound massage,https://api.arasaac.org/api/pictograms/37157
01927367-v,37158,get on the table,https://api.arasaac.org/api/pictograms/37158
02166865-v,37159,dazzle,https://api.arasaac.org/api/pictograms/37159
01191258-v,37160,need,https://api.arasaac.org/api/pictograms/37160
01191646-v,37160,need,https://api.arasaac.org/api/pictograms/37160
00625978-n,37161,stretched arms,https://api.arasaac.org/api/pictograms/37161
